From	To	Distance	Sign
PRKCI	RPS6KB2	1	1
PRKCI	BAD	1	1
PRKCI	MARK2	1	1
PRKCI	FBXW7	1	1
PRKCI	MAPT	1	1
PRKCI	ECT2	1	1
PRKCI	MARK3	1	1
PRKCI	SLC2A4	1	1
PRKCI	EZR	1	1
PLK1	CETN2	1	1
PLK1	ATXN10	1	1
PLK1	TERF1	1	1
PLK1	PAFAH1B1	1	1
PLK1	CLIP1	1	1
PLK1	CDC27	1	1
PLK1	WEE1	1	1
PLK1	CDC25C	1	1
PLK1	PPP2R1A	1	1
PLK1	DVL2	1	1
PLK1	NDC80	1	1
PLK1	FBXO5	1	1
PLK1	TPX2	1	1
PLK1	ANAPC10	1	1
PLK1	FZR1	1	1
PLK1	IKBKB	1	1
PLK1	AURKA	1	1
PLK1	AZI1	1	1
PLK1	CEP164	1	1
PLK1	SMC3	1	1
PLK1	PRKAR2B	1	1
PLK1	CDC23	1	1
PLK1	ANAPC7	1	1
PLK1	ANAPC5	1	1
PLK1	ANAPC4	1	1
PLK1	ANAPC2	1	1
PLK1	CEP290	1	1
PLK1	TP73	1	1
PLK1	BIRC5	1	1
PLK1	CDK5RAP2	1	1
PLK1	CEP63	1	1
PLK1	NUDC	1	1
PLK1	NINL	1	1
PLK1	MAD1L1	1	1
PLK1	CEP192	1	1
PLK1	ALMS1	1	1
PLK1	CEP76	1	1
PLK1	PINX1	1	1
PLK1	CCP110	1	1
PLK1	SSNA1	1	1
PLK1	CLASP1	1	1
PLK1	CNTRL	1	1
PLK1	ODF2	1	1
PLK1	PKMYT1	1	1
PLK1	CDC6	1	1
PLK1	STAG1	1	1
PLK1	SGOL1	1	1
PLK1	AKAP9	1	1
PLK1	CEP78	1	1
PLK1	MLF1IP	1	1
PLK1	NEK2	1	1
PLK1	UBE2E1	1	1
PLK1	CEP57	1	1
PLK1	UBE2D1	1	1
PLK1	BRCA2	1	1
PLK1	SDCCAG8	1	1
PLK1	BORA	1	1
PLK1	TUBA1A	1	1
PLK1	DYNLL1	1	1
PLK1	CEP152	1	1
PLK1	CCNA1	2	1
PLK1	GORASP1	1	1
PLK1	CEP250	1	1
PLK1	CEP41	1	1
PLK1	RAD21	1	1
PLK1	KAT7	1	1
PLK1	KIF20A	1	1
PLK1	FGFR1OP	1	1
PLK1	PCNT	1	1
PLK1	CHEK2	1	1
PLK1	TOP2A	1	1
PLK1	CENPJ	1	1
PLK1	CLSPN	1	1
PLK1	ECT2	1	1
PLK1	YWHAE	1	1
PLK1	RACGAP1	1	1
PLK1	ANAPC1	1	1
PLK1	TP63	1	1
PLK1	RAN	1	1
PLK1	MAP9	1	1
PLK1	ACTR1A	1	1
PLK1	TPT1	1	1
PLK1	YWHAG	1	1
PLK1	CCNB1	1	1
PLK1	KIF23	1	1
PLK1	CENPE	1	1
PLK1	CEP55	1	1
PLK1	ERCC6L	1	1
PLK1	CEP135	1	1
PLK1	CDC26	1	1
PLK1	NEDD1	1	1
PLK1	CEP70	1	1
PLK1	CSNK1E	1	1
PLK1	YY1	1	1
PLK1	PLK1S1	1	1
PLK1	STAG2	1	1
PLK1	SPC24	1	1
PLK1	PRKACA	1	1
PLK1	CSNK1D	1	1
PLK1	BUB1B	1	1
PLK1	CDK1	1	1
PLK1	NPM1	1	1
PLK1	PCM1	1	1
PLK1	PLEKHG6	1	1
PLK1	SMC1A	1	1
PLK1	ESPL1	1	1
PLK1	CTNNB1	1	1
PLK1	NUMA1	3	1
PLK1	DCTN1	1	1
PLK1	DYNC1H1	1	1
PLK1	IRS1	1	1
PLK1	TUBB	1	1
PLK1	SFI1	1	1
PLK1	TUBG1	1	1
PLK1	TUBB4B	1	1
PLK1	TUBA4A	1	1
PLK1	HSP90AA1	1	1
PLK1	SNCB	1	1
PLK1	MAPRE1	1	1
PLK1	VIM	1	1
PLK1	TUBB4A	1	1
PLK1	OFD1	1	1
PLK1	MDM2	1	1
PLK1	DCTN3	1	1
PLK1	HSF1	1	1
PLK1	SNCA	1	1
PLK1	ROCK2	1	1
PLK1	CDC20	1	1
PLK1	ANAPC11	1	1
PLK1	NDE1	1	1
PLK1	GTSE1	1	1
PLK1	KIF2A	1	1
PLK1	TOPORS	1	1
PLK1	UBE2C	1	1
PLK1	CKAP5	1	1
PLK1	HAUS2	1	1
PLK1	PLK4	1	1
PLK1	FADD	1	1
PLK1	CDC16	1	1
PLK1	DCTN2	1	1
PLK1	PIN1	1	1
PLK1	CEP72	1	1
PLK1	CCNA2	2	1
PLK1	DYNC1I2	1	1
DAPK1	MYL12B	1	1
DAPK1	CAMKK2	1	1
DAPK1	MCM3	1	1
DAPK1	BECN1	1	1
DAPK1	TP53	1	1
ARFIP2	COPA	4	-1
ARFIP2	MTOR	3	-1
ARFIP2	CLTA	4	-1
ARFIP2	CLTB	4	-1
ARFIP2	ASAP1	3	-1
ARFIP2	PLD2	1	-1
ARFIP2	DEPTOR	3	-1
ARFIP2	AKT1S1	3	-1
ARFIP2	PRR5	3	-1
ARFIP2	PIP5K1A	3	-1
ARFIP2	ARF1	4	-1
ARFIP2	RICTOR	3	-1
ARFIP2	RAC1	1	1
ARFIP2	MAPKAP1	3	-1
ARFIP2	MLST8	3	-1
ARFIP2	KALRN	4	-1
ARFIP2	PIP5K1C	3	-1
ARFIP2	ARF6	3	-1
ARFIP2	RPTOR	3	-1
PTP4A1	MAPK10	4	-1
PTP4A1	PIK3CA	3	0
PTP4A1	MTOR	4	-1
PTP4A1	CASP3	4	-1
PTP4A1	ARRB2	3	1
PTP4A1	BID	4	-1
PTP4A1	DAPP1	4	-1
PTP4A1	MAP2K7	3	-1
PTP4A1	IKBKB	4	1
PTP4A1	AKT1	3	-1
PTP4A1	SFN	3	1
PTP4A1	YWHAB	3	1
PTP4A1	BCAR1	3	1
PTP4A1	CDH5	2	1
PTP4A1	STAT3	3	1
PTP4A1	BAD	3	0
PTP4A1	ARHGEF2	4	-1
PTP4A1	TSC1	3	1
PTP4A1	PDPK1	4	-1
PTP4A1	MAP2K4	3	-1
PTP4A1	MAPK9	4	-1
PTP4A1	MAPK8	3	-1
PTP4A1	CRK	3	0
PTP4A1	CDKN1B	4	-1
PTP4A1	ATF5	1	1
PTP4A1	NCOR2	3	1
PTP4A1	BCL2L11	4	-1
PTP4A1	FOXO3	4	-1
PTP4A1	NCK2	3	-1
PTP4A1	FRS2	3	1
PTP4A1	PIP5K1A	3	-1
PTP4A1	SMAD3	3	1
PTP4A1	FOXO4	4	-1
PTP4A1	RPS6KA3	3	1
PTP4A1	RAC1	1	0
PTP4A1	YWHAZ	3	1
PTP4A1	RELN	4	-1
PTP4A1	DOK2	3	-1
PTP4A1	TBC1D4	4	-1
PTP4A1	NFATC1	4	-1
PTP4A1	RARB	3	1
PTP4A1	MYL2	3	1
PTP4A1	AR	4	-1
PTP4A1	RARA	3	1
PTP4A1	CDC42	4	-1
PTP4A1	BCL2L1	3	1
PTP4A1	SOS1	3	1
PTP4A1	ARF6	4	-1
PTP4A1	YWHAE	3	1
PTP4A1	SHC1	3	1
PTP4A1	NOS3	4	-1
PTP4A1	GRB2	3	1
PTP4A1	RARG	3	1
PTP4A1	RXRB	3	1
PTP4A1	RHOA	1	1
PTP4A1	MAPK1	2	1
PTP4A1	YWHAG	3	1
PTP4A1	PIK3R1	3	0
PTP4A1	HGF	3	1
PTP4A1	YWHAQ	3	1
PTP4A1	MAPK3	2	1
PTP4A1	ETS1	3	1
PTP4A1	MAP2K1	3	0
PTP4A1	BRAF	3	1
PTP4A1	RELA	3	1
PTP4A1	EZR	2	1
PTP4A1	ATF2	3	0
PTP4A1	MST1	4	-1
PTP4A1	CDKN1A	1	1
PTP4A1	NCK1	3	-1
PTP4A1	CREB1	3	1
PTP4A1	TSC2	3	1
PTP4A1	GSK3B	4	-1
PTP4A1	PTK2	2	1
PTP4A1	PRKCD	4	-1
PTP4A1	PXN	3	0
PTP4A1	YWHAH	3	1
PTP4A1	MST1R	4	-1
PTP4A1	NFKBIA	3	1
PTP4A1	EGFR	3	1
PTP4A1	BTK	4	-1
PTP4A1	CEBPB	3	1
PTP4A1	CAPN2	3	1
PTP4A1	JUND	4	-1
PTP4A1	FOS	3	1
PTP4A1	EGF	3	1
PTP4A1	NRIP1	3	1
PTP4A1	RXRG	3	1
PTP4A1	PTPN1	2	1
PTP4A1	RPS6KA1	3	1
PTP4A1	CASP8	3	-1
PTP4A1	ELK1	3	1
PTP4A1	RPS6KB1	4	-1
PTP4A1	MAP3K11	4	-1
PTP4A1	RXRA	3	1
PTP4A1	NFKB1	3	1
PTP4A1	SMAD1	3	1
PTP4A1	SMAD2	3	1
PTP4A1	SDC2	2	1
PTP4A1	ITGA5	3	1
PTP4A1	MET	3	1
PTP4A1	RHOC	1	1
PTP4A1	RAF1	3	1
PTP4A1	NR3C1	3	0
PTP4A1	TP53	4	-1
PTP4A1	KSR1	3	1
PTP4A1	TBXA2R	3	1
PTP4A1	FOXO1	4	-1
PTP4A1	ROCK2	4	1
PTP4A1	RPS6KA5	3	1
PTP4A1	DAB1	4	-1
PTP4A1	JUN	3	1
PTP4A1	APP	4	-1
PTP4A1	ITGB1	3	1
PTP4A1	LRP8	4	-1
PTP4A1	GIT2	3	-1
PTP4A1	ARHGEF7	3	-1
PTP4A1	WASL	3	1
PTP4A1	PAK1	3	-1
PTP4A1	EIF4EBP1	4	-1
PTP4A1	ARR3	3	1
PTP4A1	MAP2K2	3	1
PTP4A1	ROCK1	2	1
PTP4A1	GAB1	3	1
PTP4A1	CCNA2	1	1
PTP4A1	RUNX2	3	1
PTP4A1	FYN	4	-1
USP7	FOXO4	1	1
USP7	TP53	1	1
CUL5	ERBB2IP	1	1
CUL5	UBB	1	1
CUL5	UBC	1	1
CUL5	RPS27A	1	1
CUL5	UBA52	1	1
CUL5	HSP90AA1	1	1
CUL5	CDC37	1	1
CUL5	ERBB2	1	1
LPP	VASP	1	1
HIST1H2BH	HIST1H2AC	1	1
HIST1H2BH	TERF1	1	1
HIST1H2BH	SMC3	1	1
HIST1H2BH	STAG3	1	1
HIST1H2BH	SUN2	1	1
HIST1H2BH	HIST1H2BB	1	1
HIST1H2BH	H2BFS	1	1
HIST1H2BH	HIST1H2BD	1	1
HIST1H2BH	ACD	1	1
HIST1H2BH	HIST1H2BA	1	1
HIST1H2BH	H2AFB1	1	1
HIST1H2BH	H2AFZ	1	1
HIST1H2BH	STAG1	1	1
HIST1H2BH	HIST1H2BM	1	1
HIST1H2BH	HIST1H2AJ	1	1
HIST1H2BH	HIST1H2BN	1	1
HIST1H2BH	HIST1H2BL	1	1
HIST1H2BH	SYNE2	1	1
HIST1H2BH	SUN1	1	1
HIST1H2BH	REC8	1	1
HIST1H2BH	TINF2	1	1
HIST1H2BH	SYCP2	1	1
HIST1H2BH	RAD21	1	1
HIST1H2BH	HIST1H2BI	1	1
HIST1H2BH	HIST1H4L	1	1
HIST1H2BH	HIST2H2AA4	1	1
HIST1H2BH	LMNA	1	1
HIST1H2BH	SMC1B	1	1
HIST1H2BH	H2AFX	1	1
HIST1H2BH	SYNE1	1	1
HIST1H2BH	STAG2	1	1
HIST1H2BH	HIST3H2BB	1	1
HIST1H2BH	HIST1H2BJ	1	1
HIST1H2BH	HIST1H2BK	1	1
HIST1H2BH	SMC1A	1	1
HIST1H2BH	HIST1H2BO	1	1
HIST1H2BH	HIST2H2AC	1	1
HIST1H2BH	HIST2H2BE	1	1
HIST1H2BH	HIST3H3	1	1
HIST1H2BH	TERF2	1	1
HIST1H2BH	HIST1H2AD	1	1
HIST1H2BH	LMNB1	1	1
HIST1H2BH	HIST1H2AE	1	1
HIST1H2BH	SYCP3	1	1
HIST1H2BH	TERF2IP	1	1
HIST1H2BH	POT1	1	1
ATP2A3	NOTCH3	1	1
ATP2A3	NOTCH1	1	1
ATP2A3	NOTCH4	1	1
ATP2A3	NOTCH2	1	1
BLVRA	PRKCB	1	1
PPP5C	RAF1	1	1
CASR	CDH1	2	1
CASR	JUP	2	1
CASR	CTNND1	2	1
CASR	CTNNB1	2	1
CASR	CTNNA1	2	1
CASR	FYN	1	1
LEP	GHRL	1	-1
LEP	GCG	1	1
AP2S1	IL2RG	2	1
AP2S1	ATP6V1H	1	1
AP2S1	LAT	2	1
AP2S1	JAK3	2	1
AP2S1	IL2	2	1
AP2S1	SHC1	2	1
AP2S1	IL2RB	2	1
AP2S1	IL2RA	2	1
AP2S1	JAK1	2	1
AP2S1	LCK	1	1
RGS2	GNA15	1	1
RGS2	GNAQ	1	1
RGS2	GNA14	1	1
RGS2	GNA11	1	1
NAA10	VHL	2	1
NAA10	RBX1	2	1
NAA10	TCEB1	2	1
NAA10	TCEB2	2	1
NAA10	HIF1A	1	1
NAA10	CUL2	2	1
UBA7	CUL5	1	1
UBA7	UBA2	1	1
UBA7	SAE1	1	1
UBA7	CDC27	1	1
UBA7	STUB1	1	1
UBA7	FBXO4	1	1
UBA7	ANAPC10	1	1
UBA7	FZR1	1	1
UBA7	UBE2L6	1	1
UBA7	CDC23	1	1
UBA7	ANAPC7	1	1
UBA7	ANAPC5	1	1
UBA7	ANAPC4	1	1
UBA7	ANAPC2	1	1
UBA7	FBXO3	1	1
UBA7	FBXW11	1	1
UBA7	KLHL21	1	1
UBA7	FBXO2	1	1
UBA7	SOCS3	1	1
UBA7	MKRN1	1	1
UBA7	VHL	1	1
UBA7	SOCS1	1	1
UBA7	LRR1	1	1
UBA7	ITCH	1	1
UBA7	ASB2	1	1
UBA7	NEDD4L	1	1
UBA7	RCHY1	1	1
UBA7	NEDD4	1	1
UBA7	ASB16	1	1
UBA7	DET1	1	1
UBA7	KLHL20	1	1
UBA7	BTRC	1	1
UBA7	RNF6	1	1
UBA7	ASB1	1	1
UBA7	ASB3	1	1
UBA7	ASB4	1	1
UBA7	VPRBP	1	1
UBA7	WSB1	1	1
UBA7	DTX3L	1	1
UBA7	UBA3	1	1
UBA7	UBR4	1	1
UBA7	HECTD3	1	1
UBA7	TRIM11	1	1
UBA7	ASB9	1	1
UBA7	FBXO17	1	1
UBA7	SPSB4	1	1
UBA7	SPSB1	1	1
UBA7	RNF25	1	1
UBA7	RNF34	1	1
UBA7	TRIM63	1	1
UBA7	FBXW7	1	1
UBA7	PJA2	1	1
UBA7	LRSAM1	1	1
UBA7	UBE3B	1	1
UBA7	RNF144B	1	1
UBA7	HUWE1	1	1
UBA7	SPSB2	1	1
UBA7	RNF138	1	1
UBA7	ASB10	1	1
UBA7	ASB17	1	1
UBA7	ASB15	1	1
UBA7	ASB13	1	1
UBA7	ASB12	1	1
UBA7	ASB5	1	1
UBA7	ASB11	1	1
UBA7	ASB14	1	1
UBA7	DZIP3	1	1
UBA7	SKP1	1	1
UBA7	UBOX5	1	1
UBA7	TRIM37	1	1
UBA7	RNF4	1	1
UBA7	TRIM9	1	1
UBA7	ANAPC13	1	1
UBA7	RBCK1	1	1
UBA7	PARK2	1	1
UBA7	MGRN1	1	1
UBA7	ARIH2	1	1
UBA7	ATG7	1	1
UBA7	HERC2	1	1
UBA7	RNF19B	1	1
UBA7	RNF111	1	1
UBA7	ASB18	1	1
UBA7	SMURF1	1	1
UBA7	SMURF2	1	1
UBA7	RNF41	1	1
UBA7	FBXO44	1	1
UBA7	ASB7	1	1
UBA7	ASB8	1	1
UBA7	UBA5	1	1
UBA7	WWP1	1	1
UBA7	ANAPC1	1	1
UBA7	GAN	1	1
UBA7	RBX1	1	1
UBA7	UBE3A	1	1
UBA7	CDC26	1	1
UBA7	PJA1	1	1
UBA7	FBXO27	1	1
UBA7	RNF220	1	1
UBA7	ZBTB16	1	1
UBA7	RNF182	1	1
UBA7	FBXW8	1	1
UBA7	LRRC41	1	1
UBA7	TCEB1	1	1
UBA7	UBE3C	1	1
UBA7	TCEB2	1	1
UBA7	TRIP12	1	1
UBA7	CUL7	1	1
UBA7	TRIM21	1	1
UBA7	RNF123	1	1
UBA7	UBA6	1	1
UBA7	UBA1	1	1
UBA7	UBR2	1	1
UBA7	UBR1	1	1
UBA7	CDC20	1	1
UBA7	ANAPC11	1	1
UBA7	ASB6	1	1
UBA7	ISG15	1	1
UBA7	TRIM36	1	1
UBA7	FBXO6	1	1
UBA7	UBE4A	1	1
UBA7	KEAP1	1	1
UBA7	CBLB	1	1
UBA7	TRIM32	1	1
UBA7	CDC16	1	1
UBA7	CUL1	1	1
UBA7	CUL2	1	1
UBA7	CUL3	1	1
UBA7	SKP2	1	1
UBA7	KLHL9	1	1
UBA7	KLHL13	1	1
LIMK2	MKL1	2	1
LIMK2	DSTN	1	1
LIMK2	CFL1	1	1
LIMK2	ACTA1	2	1
LIMK1	CFL2	1	1
LIMK1	MKL1	2	1
LIMK1	DSTN	1	1
LIMK1	CFL1	1	1
LIMK1	ACTA1	2	1
APOBEC1	A1CF	1	1
RABGGTB	RABGGTA	1	1
RABGGTB	PTP4A2	1	1
MAP3K8	PLK1	1	1
MAP3K8	GDI1	3	1
MAP3K8	PPARGC1A	3	1
MAP3K8	STAT1	3	1
MAP3K8	CASP3	4	0
MAP3K8	CCND3	4	1
MAP3K8	BID	4	-1
MAP3K8	CHEK1	1	1
MAP3K8	IKBKB	4	1
MAP3K8	SFN	3	1
MAP3K8	YWHAB	3	1
MAP3K8	STAT3	3	1
MAP3K8	HIST1H2BB	1	1
MAP3K8	BAD	3	1
MAP3K8	KAT5	4	1
MAP3K8	TSC1	3	1
MAP3K8	KAT2B	3	1
MAP3K8	CREBBP	3	1
MAP3K8	TP73	3	1
MAP3K8	SMAD7	4	1
MAP3K8	MAP2K4	1	1
MAP3K8	MAPK8	2	1
MAP3K8	MAP2K3	1	0
MAP3K8	RUVBL2	4	1
MAP3K8	NCOR2	3	1
MAP3K8	DUSP10	3	1
MAP3K8	NCOA3	3	1
MAP3K8	BCL2L11	3	1
MAP3K8	SMAD6	4	1
MAP3K8	MAP3K7	3	-1
MAP3K8	FRS2	3	1
MAP3K8	JDP2	4	1
MAP3K8	SMAD3	3	1
MAP3K8	FOXO4	3	1
MAP3K8	RPS6KA3	3	1
MAP3K8	NR0B1	4	1
MAP3K8	MAP2K6	1	0
MAP3K8	YWHAZ	3	1
MAP3K8	RUSC1	2	1
MAP3K8	DUSP16	3	1
MAP3K8	NFATC1	3	1
MAP3K8	RARB	3	1
MAP3K8	AR	3	1
MAP3K8	RARA	3	1
MAP3K8	BCL2L1	3	1
MAP3K8	SOS1	3	1
MAP3K8	FOXM1	2	1
MAP3K8	SMURF1	4	1
MAP3K8	EP300	3	1
MAP3K8	YWHAE	3	1
MAP3K8	SHC1	3	1
MAP3K8	GRB2	3	1
MAP3K8	RARG	3	1
MAP3K8	RXRB	3	1
MAP3K8	ELK4	3	1
MAP3K8	MAPK1	2	1
MAP3K8	YWHAG	3	1
MAP3K8	DUSP1	3	1
MAP3K8	HGF	3	1
MAP3K8	YWHAQ	3	1
MAP3K8	MAPK3	2	1
MAP3K8	ETS1	3	1
MAP3K8	MAP2K1	1	1
MAP3K8	BRAF	3	1
MAP3K8	ESR1	3	1
MAP3K8	RELA	3	1
MAP3K8	EZR	1	1
MAP3K8	ATF2	3	1
MAP3K8	EIF4G1	1	1
MAP3K8	TCF3	3	1
MAP3K8	MSN	1	1
MAP3K8	CREB1	1	1
MAP3K8	TSC2	3	1
MAP3K8	PTK2	3	1
MAP3K8	PXN	3	1
MAP3K8	YWHAH	3	1
MAP3K8	NFKBIA	3	1
MAP3K8	MAPKAPK2	3	1
MAP3K8	ABL1	1	1
MAP3K8	EGFR	3	1
MAP3K8	MEF2C	3	1
MAP3K8	CEBPB	3	1
MAP3K8	CAPN2	3	1
MAP3K8	JUND	3	1
MAP3K8	FOS	3	1
MAP3K8	EGF	3	1
MAP3K8	NRIP1	3	1
MAP3K8	RXRG	3	1
MAP3K8	CCND1	4	1
MAP3K8	CDK2	3	1
MAP3K8	CDK1	1	1
MAP3K8	RPS6KA1	1	1
MAP3K8	ATF6	3	1
MAP3K8	ATF1	4	1
MAP3K8	STAT4	3	1
MAP3K8	CASP8	3	-1
MAP3K8	RDX	1	1
MAP3K8	ELK1	3	1
MAP3K8	DDIT3	3	1
MAP3K8	SLC9A1	3	1
MAP3K8	HSP90AA1	4	1
MAP3K8	RXRA	3	1
MAP3K8	MAPK14	2	1
MAP3K8	NFKB1	3	1
MAP3K8	SMAD1	3	1
MAP3K8	SMAD2	3	1
MAP3K8	MAPK11	3	1
MAP3K8	TAB1	3	-1
MAP3K8	USF1	3	1
MAP3K8	SDC2	3	1
MAP3K8	KRT19	3	1
MAP3K8	MET	3	1
MAP3K8	PLA2G1B	3	1
MAP3K8	RAF1	3	1
MAP3K8	NR3C1	3	1
MAP3K8	TP53	3	1
MAP3K8	HSPB1	4	1
MAP3K8	RPS6KA4	3	1
MAP3K8	MAPKAPK5	3	1
MAP3K8	KSR1	3	1
MAP3K8	CDK11B	4	1
MAP3K8	CDK6	4	1
MAP3K8	MITF	3	1
MAP3K8	FOXO1	4	1
MAP3K8	RPS6KA5	3	1
MAP3K8	TAB2	3	-1
MAP3K8	MEF2A	3	1
MAP3K8	JUN	3	1
MAP3K8	APP	4	-1
MAP3K8	KRT8	3	1
MAP3K8	EIF4EBP1	1	1
MAP3K8	MAP2K2	1	1
MAP3K8	RAB5A	4	1
MAP3K8	NFATC2	1	1
MAP3K8	GAB1	3	1
MAP3K8	RUNX2	3	1
CSK	FGR	1	1
CSK	TEC	2	1
CSK	FCER1G	2	1
CSK	MAP2K7	2	1
CSK	ARHGEF2	2	1
CSK	MAPK8	2	1
CSK	MAP1B	3	-1
CSK	TLN1	1	0
CSK	SYK	2	1
CSK	WIPF1	2	1
CSK	APBB1IP	1	0
CSK	DOK1	2	1
CSK	VLDLR	2	0
CSK	BLK	1	1
CSK	RELN	2	0
CSK	ITGAM	2	1
CSK	SRC	1	0
CSK	FCER1A	2	1
CSK	SHC1	1	1
CSK	RAP1A	1	0
CSK	RAP1B	1	0
CSK	FN1	1	0
CSK	FGG	1	0
CSK	FGA	1	0
CSK	FGB	1	0
CSK	IGHE	2	1
CSK	LYN	1	1
CSK	YES1	1	1
CSK	MAP3K11	2	1
CSK	HCK	1	1
CSK	PTPRC	1	1
CSK	ITGA2B	1	0
CSK	VWF	1	0
CSK	GRIN2A	2	-1
CSK	DAB1	2	0
CSK	ITGB2	2	1
CSK	ITGB3	1	0
CSK	LRP8	2	0
CSK	GRIN2B	2	-1
CSK	MS4A2	2	1
CSK	FYN	1	0
CSK	LCK	1	1
MAPK10	LIMK1	3	1
MAPK10	ATN1	1	1
MAPK10	PARP1	3	1
MAPK10	CASP3	2	1
MAPK10	CASP6	3	1
MAPK10	MAP2K7	1	1
MAPK10	BAD	1	1
MAPK10	ARHGEF2	1	1
MAPK10	MAPK8	1	1
MAPK10	CFL2	4	1
MAPK10	BCL2L11	1	1
MAPK10	GAS2	3	1
MAPK10	FOXO4	1	1
MAPK10	ARHGDIB	3	1
MAPK10	RELN	1	1
MAPK10	NFATC1	1	1
MAPK10	RARA	1	1
MAPK10	TOP1	3	1
MAPK10	SLK	3	1
MAPK10	LMNA	4	1
MAPK10	LMNB2	4	1
MAPK10	ATF2	1	1
MAPK10	PTK2	3	0
MAPK10	APLP2	1	1
MAPK10	JUND	1	1
MAPK10	MYC	1	1
MAPK10	GSN	3	1
MAPK10	RFC1	3	1
MAPK10	NUMA1	3	1
MAPK10	ACTA1	3	1
MAPK10	MAP3K11	1	1
MAPK10	VIM	3	1
MAPK10	NR3C1	1	1
MAPK10	LMNB1	4	1
MAPK10	DAB1	1	1
MAPK10	JUN	1	1
MAPK10	APP	1	1
MAPK10	KRT18	4	1
MAPK10	TFAP2A	4	1
MAPK10	DFFA	3	1
MAPK10	LRP8	1	1
MAPK10	SREBF1	3	1
MAPK10	MAP3K1	3	1
MAPK10	NFATC2	3	1
MAPK10	SATB1	4	1
MAPK10	DFFB	3	1
MAPK10	SPTAN1	3	1
MAPK10	FYN	1	1
MAPK12	CCND3	1	1
MAPK12	KAT5	2	1
MAPK12	RUVBL2	2	1
MAPK12	HTRA2	1	1
MAPK12	JDP2	2	1
MAPK12	MAPT	1	1
MAPK12	EP300	2	1
MAPK12	ATF2	1	1
MAPK12	TCF3	1	1
MAPK12	CCND1	1	1
POLR2K	TTF1	1	1
SEC24C	SAR1B	1	1
LIN54	CDC27	4	-1
LIN54	CDC25A	2	-1
LIN54	FBXO5	4	-1
LIN54	ANAPC10	4	-1
LIN54	FZR1	4	-1
LIN54	CDC23	4	-1
LIN54	ANAPC7	4	-1
LIN54	ANAPC5	4	-1
LIN54	ANAPC4	4	-1
LIN54	ANAPC2	4	-1
LIN54	LIN37	1	1
LIN54	CDC6	2	-1
LIN54	UBE2E1	4	-1
LIN54	UBE2D1	4	-1
LIN54	CCNA1	3	0
LIN54	CCNE2	3	-1
LIN54	MYBL2	4	1
LIN54	TOP2A	2	-1
LIN54	RBL2	1	1
LIN54	RBBP4	1	1
LIN54	ANAPC1	4	-1
LIN54	PCNA	2	-1
LIN54	RBL1	2	-1
LIN54	LIN9	1	1
LIN54	CCNB1	3	-1
LIN54	CDC26	4	-1
LIN54	LIN52	1	1
LIN54	CCNE1	3	-1
LIN54	CDK2	3	-1
LIN54	CDK1	3	0
LIN54	E2F5	1	1
LIN54	NUMA1	4	-1
LIN54	TFDP2	1	1
LIN54	TFDP1	1	1
LIN54	E2F4	1	1
LIN54	CDC20	4	-1
LIN54	ANAPC11	4	-1
LIN54	UBE2C	4	-1
LIN54	CDC16	4	-1
LIN54	HDAC1	3	-1
LIN54	CCNA2	3	-1
LIN54	E2F1	2	-1
PDE1A	PPAT	2	1
MMP10	STAT1	3	1
MMP10	STAT5A	3	1
MMP10	STAT3	3	1
MMP10	STAT5B	3	1
MMP10	MMP9	1	1
MMP10	MMP1	1	1
MMP10	IGF2	2	1
MMP10	IGFBP3	2	1
MMP10	IGFALS	2	1
MMP10	MMP2	2	1
MMP10	KITLG	2	1
MMP10	IGF1	2	1
MMP7	STAT1	3	1
MMP7	STAT5A	3	1
MMP7	STAT3	3	1
MMP7	STAT5B	3	1
MMP7	CDH1	1	1
MMP7	MMP9	1	1
MMP7	JUP	1	1
MMP7	MMP1	1	1
MMP7	IGF2	2	1
MMP7	NGF	1	1
MMP7	IGFBP3	2	1
MMP7	CTNND1	1	1
MMP7	SDC1	1	1
MMP7	CTNNB1	1	1
MMP7	CTNNA1	1	1
MMP7	IGFALS	2	1
MMP7	BDNF	1	1
MMP7	MMP2	1	1
MMP7	KITLG	2	1
MMP7	IGF1	2	1
GDI1	RHOU	1	1
GDI1	RHOV	1	1
GDI1	ARHGDIG	1	1
GDI1	RHOG	1	1
GDI1	GDI2	1	1
GDI1	ARHGDIA	1	1
GDI1	ARHGDIB	1	1
GDI1	RAC1	1	1
GDI1	RHOBTB1	1	1
GDI1	RHOBTB2	1	1
GDI1	CDC42	1	1
GDI1	RAC3	1	1
GDI1	RHOF	1	1
GDI1	RHOJ	1	1
GDI1	RHOB	1	1
GDI1	RHOA	1	1
GDI1	RAC2	1	1
GDI1	RHOQ	1	1
GDI1	RHOH	1	1
GDI1	RHOC	1	1
GDI1	RHOT1	1	1
GDI1	RHOT2	1	1
GDI1	RHOD	1	1
GDI1	RAB5A	1	1
GAS1	SHH	1	1
SEL1L	NOTCH3	1	-1
SEL1L	NOTCH1	1	-1
SEL1L	NOTCH4	1	-1
SEL1L	NOTCH2	1	-1
HEY2	GATA6	1	1
HEY2	GATA4	1	1
HEY2	ARNT	1	1
HEY2	CDKN2A	2	1
HEY2	HIF1A	1	1
HEY2	RUNX2	1	1
GULP1	RAC1	4	-1
GULP1	KALRN	3	-1
GULP1	ARF6	1	1
GULP1	ACAP1	1	1
RPS6KB2	RICTOR	1	1
RPS6KB2	HSPB1	1	1
